ID,a39758dae,10596ddee,8132d18b8,c0085a739,9509f66b0,f06078487,ecbd077d0,6dcd9e752,849c542c3,d709df8f9,025dea3b3,f902239b9,cd15bb515,236910072,5a6a1ec1a,22610c726,1c62e29a7,8e1822aa3,c77f6dbfe,acc744336,890163e1a,097836097,bf89fac56,26df61cc3,4a14d4e94,a3f2345bf,1931ccfdd,212efda42,538df95cd,13a2ecd25,896d1c52d,f5723deba,854e37761,f0aec6c6b,b0868a049,8c922fa9a,20a325694,b5a25e7c9,ccc9ba695,a2e5adf89,64406f348,c036f4785,97ea72529,56e98e3ad,3adf5e2b5,61c1b7eb6,db3839ab0,7bde71e2f,556fb6bc0,2ca23426b,7af2b8f44,8f3740670,nz_mean,nz_log_mean_exp,nz_median,nz_std,nz_kurtosis,nz_min,sum,max,zero_count,mean,log_mean_exp,median,std,kurtosis,log_leak
00689ee2c,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,56206441.31464789,2745122.1283861245,1800000.0,119255324.23784843,1.423219495846194,80000.0,3990657333.34,356000000.0,4920,799570.6939170507,0.23478812546751157,0.0,15614584.542661678,418.3923457656359,13.910821646859095
0069007ac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2171223.744383562,539916.3139394493,440000.0,3650772.4889694816,5.08339895849824,14000.0,158499333.34,18000000.0,4918,31757.0293207774,0.2129499896624661,0.0,510163.2634288119,563.486426381416,16.588099342704055
006b60dd7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3450000.0,0.0,0.0,0.0,0.0,0.0,0.0,857699.2452830189,218900.71768815714,200000.0,1478321.713253358,13.0780978797835,2000.0,45458060.0,8480000.0,4938,9108.006411540773,0.13948527370033165,0.0,174655.6509166738,1256.8702623010133,12.777055016970678
008057126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800000.0,0.0,0.0,0.0,0.0,0.0,32400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13634277.278857144,3987345.4950170955,4000000.0,26372953.854512528,16.65774919362845,40000.0,4771997047.6,186300000.0,4641,956120.4262873173,1.903227468953074,0.0,7795495.303044509,253.4239146494732,15.76142084987672
008825875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,983000.0,821661.7342850374,783000.0,695977.9689999772,1.7120442670620672,400000.0,3932000.0,1966000.0,4987,787.818072530555,0.01097470008356791,0.0,32636.991379113406,2815.436367698099,0.0
0096e207e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654000.0,0.0,0.0,0.0,0.0,0.0,0.0,5232036.666666667,1400328.5844864976,3079600.0,6359678.259905829,4.300298405263579,40000.0,125568880.0,26650000.0,4967,25159.062312161892,0.0704221923520451,0.0,563425.7624697253,1181.8484003832305,13.592368256649284
00c2deb75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,882788.8883333333,224940.61773722194,400000.0,1655262.1669705615,20.134179437516302,4000.0,42373866.64,10000000.0,4943,8490.055427769987,0.12582923170669838,0.0,182293.55177033012,1958.6964766817127,12.206077645517674
00ce2134f,3600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,22000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,5301577.111440329,1722384.1300152156,1500000.0,10896743.092310568,17.416244007551406,20000.0,1288283238.08,70000000.0,4748,258121.2658946103,1.0119744040503431,0.0,2657173.149950801,388.9486668161612,15.096444681204078
00e7ba121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6293467.993461538,1987736.9238680117,2265000.0,11428734.411931232,9.859373825046209,70000.0,654520671.3199999,57400000.0,4887,131140.18659987976,0.3528265114039067,0.0,1871996.7729053474,590.2236517917858,14.840117792259369
00ecc53f2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980000.0,0.0,0.0,0.0,0.0,0.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,3269047.892758621,848208.7955858392,2000000.0,5111976.9079439,33.706857594696494,4000.0,568814333.34,48000000.0,4817,113968.00908435184,0.6094739260170694,0.0,1125006.6959175894,723.1842098735997,10.596659732783579
00fb69afe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6799375.969069768,2271842.4207969303,1800000.0,15628265.511078805,25.348892518005048,100000.0,584746333.34,108800000.0,4905,117160.15494690444,0.28684682911411136,0.0,2223396.688377478,1477.8973402924441,14.285514812209815
00fc78888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18770000.0,0.0,249950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11470000.0,0.0,0.0,0.0,431179.34,0.0,0.0,0.0,0.0,1210000.0,40000000.0,0.0,0.0,0.0,0.0,0.0,6678941.209716312,660010.1523400166,743317.5,18691147.350139517,48.20607514676846,2000.0,1883461421.1399999,200000000.0,4709,377371.55302344216,1.1321343062352338,0.0,4695937.76874539,831.6991271395303,14.999280959054277
0110c05db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,0.0,520000.0,0.0,3180000.0,0.0,0.0,0.0,0.0,0.0,40000.0,0.0,0.0,0.0,1312250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5885473.778967742,1569481.0286498368,1538000.0,18932877.05518097,56.94244580903008,12000.0,1824496871.48,190600000.0,4681,365557.37757563614,1.4256581020615353,0.0,4920883.16656308,915.1808451824,15.63033546298976
0126abf21,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92648000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204666.66,0.0,0.0,0.0,0.0,0.0,13747805.128205128,2390502.4821558474,2570000.0,42458440.25910549,37.933049348653014,10000.0,2680822000.0,319612000.0,4796,537131.2362252054,0.7750462086039499,0.0,8785383.426758183,1007.1705822149994,16.515931799079205
012800ace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1409533.333,301014.9465288349,200000.0,2311715.5789166596,0.4538016230132351,2000.0,28190666.66,6000000.0,4971,5648.300272490483,0.051850154288440226,0.0,168164.08416599073,1163.7738800449833,13.63319020916959
012d8bc84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2178000.0,0.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,0.0,0.0,52000.0,0.0,0.0,0.0,770140.1053266332,291915.8712906946,400000.0,1054381.7743912188,6.140518359062977,4000.0,153257880.96,6000000.0,4792,30706.848519334806,0.6516177940274421,0.0,258500.65505433886,202.46399020819433,12.899222326086994
012d9baab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,9181500.0,3669196.174148104,6000000.0,11164383.972579028,7.663473259330784,30000.0,367260000.0,50000000.0,4951,73584.45201362453,0.12878510156902345,0.0,1282381.6437360123,976.3330697381152,15.687312888712007
01346ebb9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7200000.0,0.0,0.0,0.0,1521838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3820000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6519392.93576923,2216866.231602356,2340000.0,11448013.49324492,9.535917920358298,70000.0,678016865.3199999,57400000.0,4887,135847.89928270885,0.35590542495947414,0.0,1890118.9923545318,569.770532206328,14.346139397261565
013842698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6173668.360243902,1806782.1417492228,1600000.0,16620990.481967473,48.56092088066723,60000.0,1012481611.08,160000000.0,4827,202861.4728671609,0.6054492871208356,0.0,3199300.9033083264,1413.339226250008,13.746518765048169
01432f2c7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1666666.66,0.0,0.0,0.0,0.0,240000.0,7166354.166458334,2185246.3234045384,2000000.0,13653316.723261077,11.185827356142653,40000.0,687969999.98,72800000.0,4895,137842.115804448,0.32415217945705255,0.0,2125550.5429555904,696.8886888406871,15.201805169084134
014aa259b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5453904.6675,18488.745521273897,48564.0,11791036.06442202,5.9146641406079965,52.0,43631237.34,33333333.34,4983,8741.983037467442,0.01587295946406569,0.0,492586.0973232931,4233.890850061701,0.0
015a1c656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12300000.0,5086835.200718601,20000000.0,9525229.656024048,-2.0461158572924156,200000.0,209100000.0,20000000.0,4974,41895.41174113404,0.05400589491075664,0.0,896983.3287553987,488.8452167494594,16.811242881518265
0161ebeea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5040861.11125,2268303.410148862,2500000.0,5994352.950871477,5.244198321621309,20000.0,241961333.34,25040000.0,4943,48479.529821679025,0.15113102056391933,0.0,761916.6669841198,695.0447950578271,15.355955811768544
0163ff75d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1188333.3333333333,822074.3856643457,675000.0,1207745.3413380692,2.8349596543771716,250000.0,17825000.0,4000000.0,4976,3571.4285714285716,0.041781720949740024,0.0,91238.92777222289,1512.5622844980185,16.811242881518265
01666d7a4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11110600.0,3351114.3090945114,1582000.0,14421498.082145743,-0.4207647368418548,280000.0,111106000.0,35533000.0,4981,22261.27028651573,0.030561494896801038,0.0,788671.980004868,1731.128754385984,13.698977865303197
017ad263f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7283413.461634615,3166830.515711088,2500000.0,18330647.823889237,42.51265886257601,100000.0,1514950000.02,170000000.0,4783,303536.3654618313,0.866008607928076,0.0,4007227.5205482454,986.4693997462192,15.607270193858982
01a09167b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22000000.0,22000000.000000007,22000000.0,,,22000000.0,22000000.0,22000000.0,4990,4407.934281707073,0.0033931516955963306,0.0,311407.37659463944,4991.0,0.0
01b1dd07c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86666.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4600000.0,0.0,0.0,0.0,0.0,0.0,1943696.3821705428,277084.4100173648,200000.0,5667963.928194247,32.01111599322681,4000.0,250736833.29999998,40000000.0,4862,50237.794690442795,0.3825238852297926,0.0,958755.0525974913,1290.3980673980486,14.508658238524095
01b4bd64a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26416666.666666668,19484578.695647474,17500000.0,26848494.681576967,5.088867473131515,9500000.0,158500000.0,80000000.0,4985,31757.162893207773,0.020383443831127866,0.0,1249145.318202915,3412.987603099062,16.705882371415992
01b4c938b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5887411.036081081,3281006.5912955506,5400000.0,4499179.936580021,-1.3585043376539925,100000.0,871336833.34,17000000.0,4843,174581.6135724304,0.5603485189459461,0.0,1262489.8145087038,67.47094966245656,15.671808704579888
